"flight_status","departure_airport","arrival_airport","flight_number","flight_date"
"scheduled","SHA","DLC","MU6333","2021-11-04"
"scheduled","SHA","HRB","MU6347","2021-11-04"
"cancelled","KMJ","NGO","NH334","2021-11-04"
"scheduled","KMI","ITM","NH508","2021-11-04"
"scheduled","KMI","HND","NH614","2021-11-04"
"scheduled","SIN","JNB","NH6274","2021-11-04"
"active","HIJ","HND","NH680","2021-11-04"
"scheduled","AKL","CHC","NZ1291","2021-11-04"
"scheduled","SIN","JNB","NZ3278","2021-11-04"
"scheduled","SIN","LHR","NZ3306","2021-11-04"
"scheduled","SIN","ZRH","NZ3346","2021-11-04"
"scheduled","SIN","IST","NZ3392","2021-11-04"
"cancelled","CKG","PVG","NZ3703","2021-11-04"
"scheduled","PMR","CHC","NZ5189","2021-11-04"
"scheduled","AKL","WLG","NZ5473","2021-11-04"
"scheduled","HLZ","CHC","NZ5629","2021-11-04"
"scheduled","NPE","CHC","NZ5771","2021-11-04"
"scheduled","HLZ","WLG","NZ5821","2021-11-04"
"scheduled","DUD","WLG","NZ680","2021-11-04"
"scheduled","PKX","SZX","O36936","2021-11-04"
"scheduled","CAN","WUX","O36979","2021-11-04"
"active","PEK","PVG","O37059","2021-11-04"
"scheduled","NKG","KIX","O37061","2021-11-04"
"scheduled","URC","FRU","O37073","2021-11-04"
"scheduled","SGN","NNG","O37157","2021-11-04"
"scheduled","CAN","HGH","O37191","2021-11-04"
"scheduled","KUL","SZX","O37229","2021-11-04"
"scheduled","CSX","WUH","O37251","2021-11-04"
"landed","CAN","HGH","O37299","2021-11-04"
"scheduled","ATH","RHO","OA202","2021-11-04"
"scheduled","ATH","KGS","OA222","2021-11-04"
"scheduled","ATH","CHQ","OA332","2021-11-04"
"active","LGK","SZB","OD1407","2021-11-04"
"active","LGK","SZB","OD1411","2021-11-04"
"scheduled","CKG","JHG","OQ2373","2021-11-04"
"scheduled","POZ","MUC","OS7496","2021-11-04"
"scheduled","SIN","ZRH","OU5815","2021-11-04"
"scheduled","SIN","JNB","OZ6792","2021-11-04"
"scheduled","SAW","CGN","PC1011","2021-11-04"
"scheduled","SAW","HAM","PC1043","2021-11-04"
"scheduled","SAW","CPH","PC1071","2021-11-04"
"scheduled","SAW","ORY","PC1133","2021-11-04"
"scheduled","SAW","STN","PC1169","2021-11-04"
"scheduled","SAW","AMS","PC1251","2021-11-04"
"scheduled","SAW","ARN","PC1279","2021-11-04"
"scheduled","SAW","ECN","PC1912","2021-11-04"
"scheduled","SAW","AYT","PC2002","2021-11-04"
"scheduled","SAW","ADB","PC2184","2021-11-04"
"scheduled","SAW","MSR","PC2490","2021-11-04"
"active","VAN","SAW","PC2501","2021-11-04"
"scheduled","SAW","ERZ","PC2554","2021-11-04"
"scheduled","SAW","KYA","PC2700","2021-11-04"
"scheduled","ASR","SAW","PC2731","2021-11-04"
"scheduled","EDO","SAW","PC2941","2021-11-04"
"scheduled","SAW","CRL","PC801","2021-11-04"
"scheduled","HKG","ICN","PO96","2021-11-04"
"scheduled","POM","GUR","PX154","2021-11-04"
"active","BUD","LHR","QF3503","2021-11-04"
"active","SYD","PER","QF7349","2021-11-04"
"scheduled","SYD","MEL","QF7405","2021-11-04"
"scheduled","BNE","ROK","QF7416","2021-11-04"
"scheduled","SYD","MEL","QF7445","2021-11-04"
"scheduled","SYD","ADL","QF7448","2021-11-04"
"scheduled","PQC","HAN","QH1624","2021-11-04"
"scheduled","MEL","HKG","QR3488","2021-11-04"
"active","LGK","KUL","QR5033","2021-11-04"
"scheduled","ASJ","HND","QR6024","2021-11-04"
"active","KMJ","HND","QR6804","2021-11-04"
"scheduled","DOH","CDG","QR8251","2021-11-04"
"scheduled","DOH","HKG","QR8434","2021-11-04"
"active","CGK","DOH","QR955","2021-11-04"
"scheduled","GDX","DYR","R3409","2021-11-04"
"scheduled","BQJ","YKS","R3424","2021-11-04"
"scheduled","HKG","PVG","RH829","2021-11-04"
"scheduled","SIN","HKG","RU339","2021-11-04"
"active","ATH","DME","S74312","2021-11-04"
"scheduled","DOH","MLE","S74849","2021-11-04"
"scheduled","VVO","PKC","S76215","2021-11-04"
"scheduled","TUO","WLG","S8801","2021-11-04"
"cancelled","TNA","KHN","SC2111","2021-11-04"
"scheduled","XMN","PEK","SC2232","2021-11-04"
"scheduled","XMN","WUS","SC4879","2021-11-04"
"scheduled","TNA","DLC","SC8723","2021-11-04"
"scheduled","BOM","VNS","SG201","2021-11-04"
"scheduled","BOM","JLR","SG2642","2021-11-04"
"scheduled","BOM","DXB","SG7085","2021-11-04"
"scheduled","BOM","DEL","SG8152","2021-11-04"
"scheduled","CCU","DEL","SG911","2021-11-04"
"scheduled","CGK","UPG","SJ598","2021-11-04"
"scheduled","CGK","MDC","SJ602","2021-11-04"
"scheduled","KRS","OSL","SK208","2021-11-04"
"scheduled","SIN","LHR","SK8036","2021-11-04"
"scheduled","ATH","MXP","SK8451","2021-11-04"
"scheduled","ATH","CDG","SK8496","2021-11-04"
"scheduled","MEL","SIN","SQ218","2021-11-04"
"scheduled","ATH","MXP","SQ2856","2021-11-04"
"scheduled","SIN","LHR","SQ306","2021-11-04"
"scheduled","SIN","ZRH","SQ346","2021-11-04"
"scheduled","SIN","IST","SQ392","2021-11-04"
"scheduled","NPE","CHC","SQ4517","2021-11-04"
"scheduled","PMR","CHC","SQ4530","2021-11-04"
"scheduled","SIN","JNB","SQ478","2021-11-04"
"scheduled","PPP","BNE","SQ6507","2021-11-04"
"scheduled","VVO","PKC","SU5616","2021-11-04"
"scheduled","ELQ","JED","SV1255","2021-11-04"
"scheduled","VAN","ESB","TK7081","2021-11-04"
"scheduled","SAW","SZF","TK7236","2021-11-04"
"scheduled","SAW","KSY","TK7300","2021-11-04"
"scheduled","SAW","OGU","TK7330","2021-11-04"
"scheduled","SAW","BJV","TK7342","2021-11-04"
"scheduled","SAW","VAN","TK7580","2021-11-04"
"scheduled","SAW","ECN","TK7744","2021-11-04"
"scheduled","KRS","OSL","TK8221","2021-11-04"
"scheduled","SIN","IST","TK9301","2021-11-04"
"scheduled","MEL","SIN","TK9311","2021-11-04"
"scheduled","KUL","DXB","TP6745","2021-11-04"
"active","ATH","VIE","TP7400","2021-11-04"
"active","ATH","LIS","TP7409","2021-11-04"
"scheduled","ATH","ZRH","TP7411","2021-11-04"
"scheduled","ATH","MXP","TP7436","2021-11-04"
"active","ATH","LHR","TP7442","2021-11-04"
"scheduled","ATH","BCN","TP7446","2021-11-04"
"scheduled","ATH","ZRH","TP8185","2021-11-04"
"scheduled","SIN","LHR","TP8400","2021-11-04"
"cancelled","TNA","LZO","TV6066","2021-11-04"
"scheduled","XIY","LNL","TV6869","2021-11-04"
"scheduled","PKR","SIF","U4581","2021-11-04"
"scheduled","PKR","KTM","U4602","2021-11-04"
"scheduled","BOM","MAA","UA7786","2021-11-04"
"active","HIJ","HND","UA7978","2021-11-04"
"scheduled","ATH","ZRH","UA9755","2021-11-04"
"scheduled","BOM","MAA","UK821","2021-11-04"
"scheduled","MEL","SIN","UK8218","2021-11-04"
"scheduled","BOM","DEL","UK930","2021-11-04"
"scheduled","CMB","KTM","UL181","2021-11-04"
"cancelled","LHE","CMB","UL186","2021-11-04"
"scheduled","CMB","DAC","UL199","2021-11-04"
"scheduled","ATH","BCN","V75004","2021-11-04"
"scheduled","ATH","CDG","V75012","2021-11-04"
"scheduled","ATH","MXP","V75028","2021-11-04"
"scheduled","PPP","BNE","VA1118","2021-11-04"
"scheduled","HPH","SGN","VJ277","2021-11-04"
"scheduled","SGN","HKG","VN594","2021-11-04"
"scheduled","SIN","LHR","VS7975","2021-11-04"
"landed","CRA","LTN","W63753","2021-11-04"
"scheduled","HOV","OSL","WF162","2021-11-04"
"scheduled","KRS","BGO","WF582","2021-11-04"
"scheduled","CLJ","TSR","WT6822","2021-11-04"
"active","LGK","KUL","WY5236","2021-11-04"
"scheduled","DOH","MCT","WY668","2021-11-04"
"scheduled","ASR","ADB","XQ9039","2021-11-04"
"scheduled","KRT","RUH","XY292","2021-11-04"
"scheduled","NGB","TSN","Y87943","2021-11-04"
"scheduled","PEK","HGH","Y87980","2021-11-04"
"scheduled","DLC","KIX","YG9007","2021-11-04"
"scheduled","DLC","VVO","YG9009","2021-11-04"
"scheduled","SIN","HGH","YG9034","2021-11-04"
"scheduled","KMG","LHE","YG9089","2021-11-04"
"scheduled","NNG","BKK","YG9119","2021-11-04"
"scheduled","NNG","MNL","YG9143","2021-11-04"
"scheduled","KMG","MAA","YG9153","2021-11-04"
"scheduled","KMG","RGN","YG9155","2021-11-04"
"active","PKR","JMO","YT197","2021-11-04"
"scheduled","NDG","PEK","ZH1660","2021-11-04"
"scheduled","XIY","LNL","ZH2725","2021-11-04"
"scheduled","YCU","WUX","ZH8161","2021-11-04"
"scheduled","TNA","CAN","ZH9974","2021-11-04"
"scheduled","CLJ","DUB","0B3755","2021-11-06"
"scheduled","KMG","FOC","3U2040","2021-11-06"
"scheduled","HGH","LZO","3U3173","2021-11-06"
"scheduled","TSN","GXH","3U6834","2021-11-06"
"cancelled","LZY","CKG","3U8030","2021-11-06"
"scheduled","CDG","LGG","3V4251","2021-11-06"
"scheduled","UIO","BOG","4L352","2021-11-06"
"scheduled","UTT","JNB","4Z752","2021-11-06"
"scheduled","TLV","LGG","5C971","2021-11-06"
"scheduled","CDG","MRS","5O5725","2021-11-06"
"scheduled","KIX","ANC","5X6079","2021-11-06"
"scheduled","BOM","SHJ","6E1413","2021-11-06"
"scheduled","BOM","DEL","6E154","2021-11-06"
"scheduled","MAA","AMD","6E244","2021-11-06"
"scheduled","DEL","JAI","6E5088","2021-11-06"
"scheduled","IDR","HYD","6E511","2021-11-06"
"scheduled","TRV","BOM","6E6776","2021-11-06"
"scheduled","TRV","CNN","6E7976","2021-11-06"
"scheduled","ISG","OKA","6J42","2021-11-06"
"scheduled","HND","OIT","6J91","2021-11-06"
"scheduled","UBJ","HND","7G12","2021-11-06"
"scheduled","NAT","GRU","8I5335","2021-11-06"
"cancelled","LHW","HFE","9C6133","2021-11-06"
"scheduled","YTY","CKG","9C6195","2021-11-06"
"cancelled","LHW","BHY","9C6209","2021-11-06"
"cancelled","LHW","TSN","9C6305","2021-11-06"
"cancelled","LHW","CZX","9C6361","2021-11-06"
"cancelled","LHW","FOC","9C6541","2021-11-06"
"cancelled","LHW","HIA","9C8858","2021-11-06"
"scheduled","ARN","FRA","A31413","2021-11-06"
"scheduled","LAX","DFW","AA1591","2021-11-06"
"scheduled","UIO","MIA","AA466","2021-11-06"
"scheduled","HND","FUK","AA8470","2021-11-06"
"scheduled","ARN","FRA","AC9274","2021-11-06"
"scheduled","BOM","FRA","AC9355","2021-11-06"
"active","SLZ","VCP","AD4872","2021-11-06"
"active","TSA","MZG","AE375","2021-11-06"
"cancelled","PVG","TYN","AF4418","2021-11-06"
"active","LBA","AMS","AF5132","2021-11-06"
"scheduled","NBO","EBB","AF8201","2021-11-06"
"scheduled","BOM","FRA","AI8757","2021-11-06"
"scheduled","NAT","GRU","AM8545","2021-11-06"
"scheduled","KWE","HAK","AQ1087","2021-11-06"
"scheduled","KWE","WUS","AQ1481","2021-11-06"
"scheduled","LFW","CMN","AT553","2021-11-06"
"scheduled","MEL","HKG","AY5844","2021-11-06"
"scheduled","TRS","FCO","AZ1356","2021-11-06"
"scheduled","TSA","LZN","B78759","2021-11-06"
"scheduled","MEL","HKG","BA4140","2021-11-06"
"scheduled","MEL","KUL","BA7388","2021-11-06"
"scheduled","HND","FUK","BC1","2021-11-06"
"scheduled","HND","OKA","BC511","2021-11-06"
"scheduled","LFQ","NNG","BK3067","2021-11-06"
"active","LAX","TPE","BR11","2021-11-06"
"scheduled","CJU","PUS","BX8102","2021-11-06"
"scheduled","BOM","DEL","BZ102","2021-11-06"
"scheduled","HYD","BOM","BZ154","2021-11-06"
"scheduled","CAN","NKG","CA1089","2021-11-06"
"scheduled","URC","KHG","CA1199","2021-11-06"
"active","TSN","SZX","CA1319","2021-11-06"
"cancelled","TSN","KWE","CA1417","2021-11-06"
"active","TSN","SHA","CA1523","2021-11-06"
"active","TSN","CSX","CA1669","2021-11-06"
"cancelled","HGH","CAN","CA1729","2021-11-06"
"scheduled","DLC","PVG","CA3258","2021-11-06"
"cancelled","XNN","YUS","CA3942","2021-11-06"
"scheduled","TNA","DLC","CA4085","2021-11-06"
"scheduled","TNH","TSN","CA4548","2021-11-06"
"scheduled","PEK","LAX","CA601","2021-11-06"
"scheduled","KMG","BKK","CF219","2021-11-06"
"scheduled","CGO","ICN","CF221","2021-11-06"
"scheduled","SJW","NKG","CF9005","2021-11-06"
"scheduled","WUH","NKG","CF9015","2021-11-06"
"scheduled","WEF","NKG","CF9027","2021-11-06"
"scheduled","NKG","SHE","CF9028","2021-11-06"
"scheduled","XIY","NKG","CF9033","2021-11-06"
"scheduled","FOC","NKG","CF9041","2021-11-06"
"scheduled","HAK","NKG","CF9055","2021-11-06"
"scheduled","NKG","PEK","CF9087","2021-11-06"
"scheduled","CGO","NKG","CF9091","2021-11-06"
"scheduled","LAE","POM","CG1501","2021-11-06"
"scheduled","CGO","TPE","CI5926","2021-11-06"
"scheduled","ICN","TPE","CV7345","2021-11-06"
"scheduled","KUL","LUX","CV7855","2021-11-06"
"scheduled","MEL","HKG","CX178","2021-11-06"
"scheduled","TSN","CAN","CZ3302","2021-11-06"
"scheduled","CGO","CAN","CZ3391","2021-11-06"
"cancelled","TYN","CAN","CZ3752","2021-11-06"
"scheduled","TYN","CAN","CZ3766","2021-11-06"
"scheduled","YIW","CAN","CZ3796","2021-11-06"
"scheduled","YIW","SZX","CZ3875","2021-11-06"
"scheduled","YIW","CKG","CZ3887","2021-11-06"
"cancelled","XMN","YNZ","CZ4101","2021-11-06"
"scheduled","HFE","YCU","CZ4117","2021-11-06"
"cancelled","XMN","XIY","CZ4217","2021-11-06"
"scheduled","KMG","FOC","CZ4380","2021-11-06"
"cancelled","TAO","HGH","CZ4476","2021-11-06"
"scheduled","SZX","FOC","CZ4585","2021-11-06"
"cancelled","TSN","XNN","CZ4615","2021-11-06"
"scheduled","KWE","XNN","CZ6393","2021-11-06"
"scheduled","URC","TCG","CZ6687","2021-11-06"
"scheduled","URC","TWC","CZ6829","2021-11-06"
"scheduled","URC","AAT","CZ6841","2021-11-06"
"scheduled","TYN","SFO","CZ8111","2021-11-06"
"scheduled","KWE","WUH","CZ8287","2021-11-06"
"scheduled","TYN","YIW","CZ8616","2021-11-06"
"scheduled","HGH","LZO","CZ9021","2021-11-06"
"scheduled","TSN","GXH","CZ9204","2021-11-06"
"scheduled","ARN","ALC","D84201","2021-11-06"
"scheduled","ARN","HEL","D84281","2021-11-06"
"scheduled","ARN","NCE","D84321","2021-11-06"
"scheduled","ICN","PVG","DL287","2021-11-06"
"scheduled","BLR","CDG","DL8471","2021-11-06"
"scheduled","TRN","AMS","DL9278","2021-11-06"
"active","LBA","AMS","DL9472","2021-11-06"
"scheduled","LFQ","NNG","DR3067","2021-11-06"
"scheduled","SZX","HAK","DZ6259","2021-11-06"
"scheduled","KWI","DXB","EK2043","2021-11-06"
"scheduled","DXB","TBS","EK2202","2021-11-06"
"scheduled","KUL","DXB","EK449","2021-11-06"
"cancelled","ZQN","AKL","EK7562","2021-11-06"
"scheduled","KEJ","DME","EK7958","2021-11-06"
"scheduled","ADU","THR","EP3711","2021-11-06"
"scheduled","ARN","OSL","ET714","2021-11-06"
"scheduled","TYN","NKG","EU1969","2021-11-06"
"scheduled","BOM","AUH","EY205","2021-11-06"
"scheduled","AUH","BLR","EY236","2021-11-06"
"scheduled","AUH","KUL","EY418","2021-11-06"
"scheduled","ZQN","CHC","EY4486","2021-11-06"
"scheduled","DUD","WLG","EY4762","2021-11-06"
"active","ADZ","CLO","FC5739","2021-11-06"
"scheduled","ADZ","BOG","FC8327","2021-11-06"
"scheduled","ARN","GOT","FR4682","2021-11-06"
"scheduled","TSF","SKG","FR8634","2021-11-06"
"scheduled","KWE","FOC","FU6512","2021-11-06"
"scheduled","MEL","KUL","FY7146","2021-11-06"
"scheduled","KWI","DXB","FZ54","2021-11-06"
"scheduled","DAC","DXB","FZ6585","2021-11-06"
"active","LBA","AMS","G35531","2021-11-06"
"scheduled","TRN","AMS","G35571","2021-11-06"
"scheduled","TSN","XIC","G54189","2021-11-06"
"scheduled","KWE","TNA","G56052","2021-11-06"
"scheduled","TSN","CAN","G56109","2021-11-06"
"scheduled","TSN","SZX","G56112","2021-11-06"
"scheduled","TSN","XIC","G56186","2021-11-06"
"scheduled","TSN","LHW","G56305","2021-11-06"
"scheduled","TSN","XIC","G56320","2021-11-06"
"scheduled","TSN","XIC","G56483","2021-11-06"
"scheduled","TSN","XIC","G56617","2021-11-06"
"scheduled","KWE","CZX","G56751","2021-11-06"
"scheduled","TNA","URC","G58426","2021-11-06"
"cancelled","LZY","CKG","G58636","2021-11-06"
"scheduled","MAA","SHJ","G9472","2021-11-06"
"scheduled","BAH","FRA","GF17","2021-11-06"
"scheduled","BAH","MCT","GF5558","2021-11-06"
"scheduled","JJN","HGH","GI4017","2021-11-06"
"scheduled","TSN","SZX","GI4023","2021-11-06"
"scheduled","WUX","TSN","GI4027","2021-11-06"
"scheduled","CGO","MNL","GI4039","2021-11-06"
"scheduled","CGO","HFE","GI4113","2021-11-06"
"scheduled","CGO","ICN","GI4119","2021-11-06"
"scheduled","CGO","HAN","GI4201","2021-11-06"
"scheduled","CGO","ICN","GI4205","2021-11-06"
"scheduled","CGO","MNL","GI4211","2021-11-06"
"scheduled","CGO","HGH","GI4213","2021-11-06"
"scheduled","ICN","YNT","GI4222","2021-11-06"
"cancelled","XMN","YNZ","GJ5327","2021-11-06"
"scheduled","TSN","XIC","GJ5571","2021-11-06"
"scheduled","PKX","SWA","GJ6011","2021-11-06"
"scheduled","WUX","BAV","GJ8507","2021-11-06"
"scheduled","PKX","WUX","GJ8705","2021-11-06"
"scheduled","TAO","CAN","GJ8715","2021-11-06"
"scheduled","SGN","XUZ","GJ8972","2021-11-06"
"scheduled","URC","MIG","GS2513","2021-11-06"
"scheduled","URC","HTN","GS7551","2021-11-06"
"cancelled","UYN","XIY","GS7626","2021-11-06"
"active","TSN","HGH","GS7851","2021-11-06"
"cancelled","TSN","SYX","GS7871","2021-11-06"
"scheduled","TSN","CGQ","GS7923","2021-11-06"
"scheduled","KWE","WXN","GY7123","2021-11-06"
"scheduled","KWE","ACX","GY7165","2021-11-06"
"scheduled","HND","ITM","HA5012","2021-11-06"
"scheduled","HND","FUK","HA5136","2021-11-06"
"scheduled","KCZ","HND","HA5221","2021-11-06"
"scheduled","HND","CTS","HA5230","2021-11-06"
"scheduled","HND","KOJ","HA5328","2021-11-06"
"scheduled","HND","ISG","HA5966","2021-11-06"
"scheduled","SEZ","PRI","HM3100","2021-11-06"
"scheduled","TSN","PVG","HO5663","2021-11-06"
"scheduled","TYN","SHA","HO5673","2021-11-06"
"scheduled","LHW","PVG","HO5931","2021-11-06"
"scheduled","CGO","KHN","HT3809","2021-11-06"
"cancelled","CAN","CKG","HU7341","2021-11-06"
"scheduled","TYN","HFE","HU7623","2021-11-06"
"scheduled","TYN","FUG","HU7647","2021-11-06"
"scheduled","MNL","SZX","I99816","2021-11-06"
"scheduled","DYG","BKK","I99817","2021-11-06"
"scheduled","CGO","CSX","I99889","2021-11-06"
"scheduled","NAT","GRU","IB7020","2021-11-06"
"scheduled","PLM","CGK","ID6873","2021-11-06"
"active","TRZ","SHJ","IX617","2021-11-06"
"scheduled","KWI","JED","J91215","2021-11-06"
"scheduled","HGH","KMG","JD5127","2021-11-06"
"scheduled","HGH","LJG","JD5191","2021-11-06"
"scheduled","HND","ITM","JL101","2021-11-06"
"cancelled","ITM","HNA","JL2181","2021-11-06"
"scheduled","ITM","IZO","JL2341","2021-11-06"
"scheduled","ITM","KOJ","JL2401","2021-11-06"
"scheduled","HND","FUK","JL303","2021-11-06"
"scheduled","KCZ","HND","JL492","2021-11-06"
"scheduled","HND","CTS","JL501","2021-11-06"
"scheduled","HND","KOJ","JL641","2021-11-06"
"cancelled","HND","OKA","JL901","2021-11-06"
"cancelled","AKL","ZQN","JQ295","2021-11-06"
"scheduled","ADL","BNE","JQ801","2021-11-06"
"scheduled","ASR","IST","JU8063","2021-11-06"
"scheduled","IST","BJV","JU8134","2021-11-06"
"scheduled","ICN","VIE","KE541","2021-11-06"
"scheduled","CTU","ICN","KJ2123","2021-11-06"
"scheduled","ARN","AMS","KL1104","2021-11-06"
"active","LBA","AMS","KL1540","2021-11-06"
"scheduled","TRN","AMS","KL1554","2021-11-06"
"scheduled","MEL","KUL","KL4109","2021-11-06"
"scheduled","NBO","EBB","KL4188","2021-11-06"
"cancelled","XMN","CAN","KL4763","2021-11-06"
"scheduled","TRS","FCO","KM2546","2021-11-06"
"active","LBA","AMS","KQ1540","2021-11-06"
"scheduled","TRN","AMS","KQ1554","2021-11-06"
"scheduled","KWI","BEY","KU501","2021-11-06"
"scheduled","KWI","BAH","KU613","2021-11-06"
"cancelled","CGO","KMG","KY9499","2021-11-06"
"scheduled","REC","BSB","LA3990","2021-11-06"
"scheduled","NAT","GRU","LA4652","2021-11-06"
"scheduled","MEL","KUL","LA8927","2021-11-06"
"scheduled","ARN","FRA","LG1402","2021-11-06"
"scheduled","DXB","FRA","LH631","2021-11-06"
"scheduled","INN","VIE","LH7344","2021-11-06"
"scheduled","BOM","FRA","LH757","2021-11-06"
"scheduled","ARN","FRA","LH809","2021-11-06"
"scheduled","ICN","FRA","LH8387","2021-11-06"
"scheduled","ICN","PVG","LH8400","2021-11-06"
"scheduled","ICN","FRA","LH8474","2021-11-06"
"scheduled","ICN","FRA","LH8475","2021-11-06"
"active","AKL","SIN","LH9753","2021-11-06"
"scheduled","MEL","SIN","LH9777","2021-11-06"
"scheduled","INN","VIE","LO4054","2021-11-06"
"scheduled","LBA","AGP","LS185","2021-11-06"
"scheduled","LBA","ALC","LS271","2021-11-06"
"active","AKL","SIN","LX9003","2021-11-06"
"active","HVD","UBN","M084","2021-11-06"
"scheduled","TLV","MXP","M4642","2021-11-06"
"scheduled","KWI","BEY","ME4402","2021-11-06"
"landed","SZX","XIY","MF1210","2021-11-06"
"scheduled","TSN","CAN","MF1285","2021-11-06"
"scheduled","CGO","CAN","MF1366","2021-11-06"
"cancelled","XMN","CAN","MF1641","2021-11-06"
"cancelled","TYN","CAN","MF1665","2021-11-06"
"scheduled","YIW","CAN","MF1683","2021-11-06"
"scheduled","YIW","SZX","MF1736","2021-11-06"
"cancelled","TYN","NKG","MF2006","2021-11-06"
"scheduled","TYN","WUH","MF3060","2021-11-06"
"cancelled","XIY","FOC","MF3238","2021-11-06"
"cancelled","TYN","PVG","MF3361","2021-11-06"
"scheduled","TSN","PVG","MF3407","2021-11-06"
"scheduled","URC","CSX","MF4255","2021-11-06"
"scheduled","TSN","GXH","MF5145","2021-11-06"
"cancelled","LZY","CKG","MF5187","2021-11-06"
"scheduled","LFQ","CGQ","MF5260","2021-11-06"
"scheduled","KWE","JJN","MF8776","2021-11-06"
"cancelled","TSN","XNN","MF8813","2021-11-06"
"scheduled","TRN","AMS","MF9624","2021-11-06"
"active","LBA","AMS","MF9766","2021-11-06"
"scheduled","MEL","KUL","MH128","2021-11-06"
"scheduled","DAC","KUL","MH197","2021-11-06"
"active","LBA","AMS","MU1634","2021-11-06"
"scheduled","ARN","AMS","MU1800","2021-11-06"
"scheduled","TRN","AMS","MU1830","2021-11-06"
"cancelled","LHW","KMG","MU2249","2021-11-06"
"scheduled","TYN","SHA","MU2404","2021-11-06"
"scheduled","LHW","PKX","MU2411","2021-11-06"
"scheduled","TYN","WUH","MU2437","2021-11-06"
"scheduled","KWE","ENH","MU2604","2021-11-06"
"scheduled","KMG","FOC","MU3256","2021-11-06"
"cancelled","TAO","HGH","MU3340","2021-11-06"
"scheduled","HGH","LZO","MU3351","2021-11-06"
"cancelled","LZY","CKG","MU3914","2021-11-06"
"scheduled","ICN","PVG","MU4876","2021-11-06"
"scheduled","TSN","PVG","MU5144","2021-11-06"
"scheduled","TAO","WNZ","MU5379","2021-11-06"
"scheduled","HGH","KMG","MU6479","2021-11-06"
"scheduled","CAN","WNZ","MU6606","2021-11-06"
"scheduled","LHW","PVG","MU6802","2021-11-06"
"cancelled","XMN","XIY","MU8157","2021-11-06"
"cancelled","TSN","XNN","MU8945","2021-11-06"
"scheduled","TYN","TAO","MU9032","2021-11-06"
"scheduled","KWE","TAO","MU9942","2021-11-06"
"scheduled","HND","FUK","NH239","2021-11-06"
